"","V1","V2","V3","V4"
"53",-0.303517609834671,-1.27345290966332,0.809964343905449,0.836742505431175
"54",0.778564810752869,-0.829119861125946,-0.307170808315277,-1.10727795958519
"55",0.347185790538788,-0.705337062478065,0.333860337734222,0.361375778913498
"56",0.645156621932983,-0.471485286951065,-0.0128082633018494,0.167256116867065
"57",0.895332515239716,0.742013692855835,0.538134217262268,0.0560789704322815
"58",0.60593444108963,-0.812499105930328,-0.00462639331817627,-0.659614264965057
"59",0.134897708892822,-0.108332455158234,-0.9830102622509,-0.726783454418182
"60",0.0860210061073303,-0.608516097068787,0.872870683670044,0.434771478176117
"61",-0.297325134277344,-1.01007425785065,0.248733162879944,0.257720649242401
"62",0.103602826595306,0.629219830036163,0.604574978351593,-0.945278227329254
"63",0.0173659920692444,0.423480212688446,0.663086533546448,0.197304904460907
"64",0.581615269184113,-0.00485050678253174,-0.489638268947601,-0.905881553888321
"65",0.77976393699646,0.678751826286316,-0.683386385440826,-0.170926928520203
"66",-0.397116422653198,0.863801538944244,0.610012888908386,1.06413891911507
"67",-0.814053535461426,0.482184529304504,-0.849527776241302,-0.748664140701294
"68",-1.08169627189636,-0.0894878506660461,0.467658042907715,0.539856731891632
"69",-0.94060230255127,-0.641425967216492,-0.836669981479645,0.798484086990356
"70",0.883951425552368,0.0814563632011414,-1.09295165538788,0.824711799621582
"71",0.918689012527466,-0.249846994876862,-0.111537516117096,-0.406911760568619
"72",-0.235192716121674,-0.776614904403687,-0.691074311733246,0.0153489708900452
"73",0.249453127384186,-0.609844863414764,-0.158042252063751,0.337645292282104
"74",0.366529680788517,0.22883802652359,0.377652704715729,0.271283686161041
"75",-0.748367190361023,0.261779129505157,0.260342478752136,0.465223014354706
"76",-0.899863660335541,0.526167750358582,0.0914323925971985,0.92447030544281
"77",-0.625533998012543,-0.943741738796234,-0.845551252365112,0.363208316266537
"78",-0.303702294826508,0.294066846370697,-0.482014656066895,0.321114838123322
"79",0.702211499214172,-0.990614175796509,0.310802698135376,-0.214081048965454
"80",0.746570944786072,-0.970466256141663,0.338120579719543,-0.133513450622559
"81",0.282626152038574,0.526009917259216,-0.273765623569489,0.349329769611359
"82",-0.100710391998291,0.0621210932731628,-0.0205573439598083,0.920507788658142
"83",0.754592061042786,-0.733910024166107,-0.488089323043823,-0.510353326797485
"84",0.282932758331299,0.931743919849396,0.917212605476379,0.993249177932739
"85",0.937385082244873,-0.1750727891922,-0.738059341907501,0.861652135848999
"86",-0.55039370059967,0.504077732563019,0.422339916229248,0.496174037456512
"87",-0.791219919919968,-0.296472489833832,-0.804727077484131,0.6365846991539
"88",-0.0647558867931366,0.943559348583221,-0.173767924308777,0.24331533908844
"89",-0.698054127395153,-0.899790585041046,0.309876382350922,0.0408480763435364
"90",0.108351945877075,0.0839580297470093,-0.642542243003845,0.681211829185486
"91",-0.943342387676239,-0.462578132748604,-0.907791078090668,0.2399822473526
"92",0.666913211345673,0.850088953971863,0.297432005405426,-0.230785250663757
"93",-0.390271306037903,0.608262807130814,-0.237570941448212,0.516904532909393
"94",-0.345615267753601,-0.108403503894806,0.437751531600952,0.459631443023682
"95",0.0896170139312744,-0.127693086862564,0.870084941387177,0.723869562149048
"96",-0.0517560243606567,0.936716079711914,-0.373368084430695,-0.730728507041931
"97",-0.330036520957947,-0.252984046936035,0.300717115402222,0.958058655261993
"98",0.532309353351593,-0.621954798698425,0.716138124465942,0.3408382833004
"99",-0.165403127670288,1.00985074043274,0.697970271110535,-0.0842389166355133
"100",0.841893315315247,0.30963858962059,-0.0874654650688171,-0.201582193374634
"101",-0.296704232692719,-0.055743545293808,-0.780737996101379,0.0535205602645874
"102",0.118050813674927,0.480545043945312,0.265231609344482,0.699823319911957
"103",0.489296674728394,-0.635505616664886,-0.802370488643646,-0.251832842826843
